SEARCHVAL,coordinates,Nearest School,Neareset School Coordinates,Nearest School Distance,Raffles MRT Coords,Time To City,Nearest Malls,Nearest Mall Distance,Nearest MRT,Nearest MRT Distance,Original Nameds
644 PASIR RIS DRIVE 10 SINGAPORE 510644,"1.37804865266679,103.937574532149",PARK VIEW PRIMARY SCHOOL,"1.37738069854249,103.939541695654",315,"1.28393326234538,103.851463066212",44.08333333,ELIAS MALL,1083,PASIR RIS MRT STATION (EW1),1707,644 PASIR RIS DR 10
644 WOODLANDS RING ROAD SINGAPORE 730644,"1.43690908549732,103.801599442682",GREENWOOD PRIMARY SCHOOL,"1.43989958331782,103.804725587384",584,"1.28393326234538,103.851463066212",48.43333333,ADMIRALTY PLACE,350,ADMIRALTY MRT STATION (NS10),504,644 WOODLANDS RING RD
644 YISHUN STREET 61 SINGAPORE 760644,"1.42170773456657,103.837474519148",NORTHLAND PRIMARY SCHOOL,"1.42096989918951,103.840928424929",564,"1.28393326234538,103.851463066212",38.05,WISTERIA MALL,780,KHATIB MRT STATION (NS14),907,644 YISHUN ST 61
645 HOUGANG AVENUE 8 SINGAPORE 530645,"1.37175994350777,103.88145598567",XINMIN PRIMARY SCHOOL,"1.37139548941931,103.883080767491",298,"1.28393326234538,103.851463066212",41.85,HOUGANG 1,748,HOUGANG MRT STATION (NE14),1556,645 HOUGANG AVE 8
645 JALAN TENAGA SINGAPORE 410645,"1.33167117872807,103.906537912581",TELOK KURAU PRIMARY SCHOOL,"1.33104585441349,103.910934011337",591,"1.28393326234538,103.851463066212",26.6,SINGAPORE POST CENTRE,2890,KAKI BUKIT MRT STATION (DT28),691,645 JLN TENAGA
645 JURONG WEST STREET 61 SINGAPORE 640645,"1.33903532010243,103.696461338372",JURONG WEST PRIMARY SCHOOL,"1.33917519796104,103.698803732244",457,"1.28393326234538,103.851463066212",38.31666667,PIONEER MALL,458,PIONEER MRT STATION (EW28),346,645 JURONG WEST ST 61
645 PASIR RIS DRIVE 10 SINGAPORE 510645,"1.37841964903681,103.937790479995",PARK VIEW PRIMARY SCHOOL,"1.37738069854249,103.939541695654",390,"1.28393326234538,103.851463066212",45.18333333,ELIAS MALL,1157,PASIR RIS MRT STATION (EW1),1782,645 PASIR RIS DR 10
EASTDALE,"1.39777616974228,103.916277438",WATERWAY PRIMARY SCHOOL,"1.39882800626578,103.918621581556",612,"1.28393326234538,103.851463066212",38.96666667,PUNGGOL PLAZA,788,PUNGGOL COAST MRT STATION (NE18),2547,645 PUNGGOL CTRL
645 WOODLANDS RING ROAD SINGAPORE 730645,"1.43705047335975,103.800942560385",WOODLANDS RING PRIMARY SCHOOL,"1.43495229315857,103.797435733144",643,"1.28393326234538,103.851463066212",49.4,ADMIRALTY PLACE,425,ADMIRALTY MRT STATION (NS10),569,645 WOODLANDS RING RD
645 YISHUN STREET 61 SINGAPORE 760645,"1.42190178136628,103.838605643566",NORTHLAND PRIMARY SCHOOL,"1.42096989918951,103.840928424929",427,"1.28393326234538,103.851463066212",39.21666667,WISTERIA MALL,643,KHATIB MRT STATION (NS14),1035,645 YISHUN ST 61
ANG MO KIO 61,"1.37939517687868,103.843763599411",ANDERSON PRIMARY SCHOOL,"1.38426429436736,103.841392081119",778,"1.28393326234538,103.851463066212",26.81666667,BROADWAY PLAZA,984,YIO CHU KANG MRT STATION (NS15),385,646 ANG MO KIO AVE 6
646 HOUGANG AVENUE 8 SINGAPORE 530646,"1.37183988429908,103.880739516375",XINMIN PRIMARY SCHOOL,"1.37139548941931,103.883080767491",366,"1.28393326234538,103.851463066212",42.26666667,HOUGANG 1,773,HOUGANG MRT STATION (NE14),1621,646 HOUGANG AVE 8
646 JALAN TENAGA SINGAPORE 410646,"1.33127394793618,103.906171497468",TELOK KURAU PRIMARY SCHOOL,"1.33104585441349,103.910934011337",626,"1.28393326234538,103.851463066212",27,SINGAPORE POST CENTRE,2809,KAKI BUKIT MRT STATION (DT28),781,646 JLN TENAGA
646 JURONG WEST STREET 61 SINGAPORE 640646,"1.33946114326104,103.697110638396",JURONG WEST PRIMARY SCHOOL,"1.33917519796104,103.698803732244",320,"1.28393326234538,103.851463066212",38.23333333,PIONEER MALL,362,PIONEER MRT STATION (EW28),362,646 JURONG WEST ST 61
646 PASIR RIS DRIVE 10 SINGAPORE 510646,"1.37808319671689,103.938173011726",PARK VIEW PRIMARY SCHOOL,"1.37738069854249,103.939541695654",389,"1.28393326234538,103.851463066212",45.61666667,ELIAS MALL,1156,PASIR RIS MRT STATION (EW1),1780,646 PASIR RIS DR 10
EASTDALE,"1.398148804861,103.915780890415",HORIZON PRIMARY SCHOOL,"1.399550034492,103.913404855665",410,"1.28393326234538,103.851463066212",39.15,PUNGGOL PLAZA,747,PUNGGOL COAST MRT STATION (NE18),2487,646 PUNGGOL CTRL
646 WOODLANDS RING ROAD SINGAPORE 730646,"1.43760681675827,103.800402340562",WOODLANDS RING PRIMARY SCHOOL,"1.43495229315857,103.797435733144",563,"1.28393326234538,103.851463066212",47.73333333,ADMIRALTY PLACE,363,ADMIRALTY MRT STATION (NS10),458,646 WOODLANDS RING RD
646 YISHUN STREET 61 SINGAPORE 760646,"1.42211202954084,103.837491392466",NORTHLAND PRIMARY SCHOOL,"1.42096989918951,103.840928424929",575,"1.28393326234538,103.851463066212",37.48333333,WISTERIA MALL,804,KHATIB MRT STATION (NS14),948,646 YISHUN ST 61
647 HOUGANG AVENUE 8 SINGAPORE 530647,"1.3719697597391,103.880384628129",XINMIN PRIMARY SCHOOL,"1.37139548941931,103.883080767491",419,"1.28393326234538,103.851463066212",43.1,HOUGANG 1,747,HOUGANG MRT STATION (NE14),1673,647 HOUGANG AVE 8
647 JALAN TENAGA SINGAPORE 410647,"1.33170961948351,103.905702136908",TELOK KURAU PRIMARY SCHOOL,"1.33104585441349,103.910934011337",714,"1.28393326234538,103.851463066212",28.23333333,SINGAPORE POST CENTRE,2858,KAKI BUKIT MRT STATION (DT28),764,647 JLN TENAGA
647 JURONG WEST STREET 61 SINGAPORE 640647,"1.34011129118365,103.697388088289",JURONG WEST PRIMARY SCHOOL,"1.33917519796104,103.698803732244",294,"1.28393326234538,103.851463066212",39.96666667,PIONEER MALL,262,PIONEER MRT STATION (EW28),459,647 JURONG WEST ST 61
